comparison,project,llm,generated_relative_path,original_relative_path,generated_size_bytes,original_size_bytes,delta_size_bytes
original_vs_autonomous,Rock-or-Mine-prediction,codex,Rock-or-Mine-prediction/GENAIGREENML_autonomous_codex.py,Rock-or-Mine-prediction/GENAIGREENML_original_telemetry_chatgpt.py,6784,843,5941
original_vs_autonomous,Rock-or-Mine-prediction,gemini,Rock-or-Mine-prediction/GENAIGREENML_autonomous_gemini.py,Rock-or-Mine-prediction/GENAIGREENML_original_telemetry_chatgpt.py,3686,843,2843
original_vs_assisted,SCT_ML_3,chatgpt,SCT_ML_3/GENAIGREENML_assisted_chatgpt.py,SCT_ML_3/GENAIGREENML_original_telemetry_chatgpt.py,2606,711,1895
original_vs_assisted,SCT_ML_3,claude,SCT_ML_3/GENAIGREENML_assisted_claude.py,SCT_ML_3/GENAIGREENML_original_telemetry_chatgpt.py,1392,711,681
original_vs_assisted,SCT_ML_3,codex,SCT_ML_3/GENAIGREENML_assisted_codex.py,SCT_ML_3/GENAIGREENML_original_telemetry_chatgpt.py,3079,711,2368
original_vs_assisted,SCT_ML_3,gemini,SCT_ML_3/GENAIGREENML_assisted_gemini.py,SCT_ML_3/GENAIGREENML_original_telemetry_chatgpt.py,1839,711,1128
original_vs_autonomous,SCT_ML_3,chatgpt,SCT_ML_3/GENAIGREENML_autonomous_chatgpt.py,SCT_ML_3/GENAIGREENML_original_telemetry_chatgpt.py,11195,711,10484
original_vs_autonomous,SCT_ML_3,claude,SCT_ML_3/GENAIGREENML_autonomous_claude.py,SCT_ML_3/GENAIGREENML_original_telemetry_chatgpt.py,3151,711,2440
original_vs_autonomous,SCT_ML_3,codex,SCT_ML_3/GENAIGREENML_autonomous_codex.py,SCT_ML_3/GENAIGREENML_original_telemetry_chatgpt.py,6589,711,5878
original_vs_autonomous,SCT_ML_3,gemini,SCT_ML_3/GENAIGREENML_autonomous_gemini.py,SCT_ML_3/GENAIGREENML_original_telemetry_chatgpt.py,4006,711,3295
original_vs_assisted,Simple-Naive-Bayes-on-Iris-Dataset,chatgpt,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_assisted_chatgpt.py,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_original_telemetry_chatgpt.py,3346,1241,2105
original_vs_assisted,Simple-Naive-Bayes-on-Iris-Dataset,claude,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_assisted_claude.py,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_original_telemetry_chatgpt.py,1782,1241,541
original_vs_assisted,Simple-Naive-Bayes-on-Iris-Dataset,codex,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_assisted_codex.py,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_original_telemetry_chatgpt.py,4204,1241,2963
original_vs_assisted,Simple-Naive-Bayes-on-Iris-Dataset,gemini,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_assisted_gemini.py,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_original_telemetry_chatgpt.py,2037,1241,796
original_vs_autonomous,Simple-Naive-Bayes-on-Iris-Dataset,chatgpt,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_autonomous_chatgpt.py,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_original_telemetry_chatgpt.py,11917,1241,10676
original_vs_autonomous,Simple-Naive-Bayes-on-Iris-Dataset,claude,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_autonomous_claude.py,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_original_telemetry_chatgpt.py,3093,1241,1852
original_vs_autonomous,Simple-Naive-Bayes-on-Iris-Dataset,codex,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_autonomous_codex.py,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_original_telemetry_chatgpt.py,8208,1241,6967
original_vs_autonomous,Simple-Naive-Bayes-on-Iris-Dataset,gemini,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_autonomous_gemini.py,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_original_telemetry_chatgpt.py,4367,1241,3126
original_vs_assisted,Social-Network-Ads,chatgpt,Social-Network-Ads/GENAIGREENML_assisted_chatgpt.py,Social-Network-Ads/GENAIGREENML_original_telemetry_chatgpt.py,3700,1267,2433
original_vs_assisted,Social-Network-Ads,claude,Social-Network-Ads/GENAIGREENML_assisted_claude.py,Social-Network-Ads/GENAIGREENML_original_telemetry_chatgpt.py,1785,1267,518
original_vs_assisted,Social-Network-Ads,codex,Social-Network-Ads/GENAIGREENML_assisted_codex.py,Social-Network-Ads/GENAIGREENML_original_telemetry_chatgpt.py,4478,1267,3211
original_vs_assisted,Social-Network-Ads,gemini,Social-Network-Ads/GENAIGREENML_assisted_gemini.py,Social-Network-Ads/GENAIGREENML_original_telemetry_chatgpt.py,2573,1267,1306
original_vs_autonomous,Social-Network-Ads,chatgpt,Social-Network-Ads/GENAIGREENML_autonomous_chatgpt.py,Social-Network-Ads/GENAIGREENML_original_telemetry_chatgpt.py,10992,1267,9725
original_vs_autonomous,Social-Network-Ads,claude,Social-Network-Ads/GENAIGREENML_autonomous_claude.py,Social-Network-Ads/GENAIGREENML_original_telemetry_chatgpt.py,3051,1267,1784
original_vs_autonomous,Social-Network-Ads,codex,Social-Network-Ads/GENAIGREENML_autonomous_codex.py,Social-Network-Ads/GENAIGREENML_original_telemetry_chatgpt.py,6372,1267,5105
original_vs_autonomous,Social-Network-Ads,gemini,Social-Network-Ads/GENAIGREENML_autonomous_gemini.py,Social-Network-Ads/GENAIGREENML_original_telemetry_chatgpt.py,4201,1267,2934
original_vs_assisted,Spam-Email-Classifier,chatgpt,Spam-Email-Classifier/GENAIGREENML_assisted_chatgpt.py,Spam-Email-Classifier/GENAIGREENML_original_telemetry_chatgpt.py,3070,1108,1962
original_vs_assisted,Spam-Email-Classifier,claude,Spam-Email-Classifier/GENAIGREENML_assisted_claude.py,Spam-Email-Classifier/GENAIGREENML_original_telemetry_chatgpt.py,2128,1108,1020
original_vs_assisted,Spam-Email-Classifier,codex,Spam-Email-Classifier/GENAIGREENML_assisted_codex.py,Spam-Email-Classifier/GENAIGREENML_original_telemetry_chatgpt.py,2574,1108,1466
original_vs_assisted,Spam-Email-Classifier,gemini,Spam-Email-Classifier/GENAIGREENML_assisted_gemini.py,Spam-Email-Classifier/GENAIGREENML_original_telemetry_chatgpt.py,2359,1108,1251
original_vs_autonomous,Spam-Email-Classifier,chatgpt,Spam-Email-Classifier/GENAIGREENML_autonomous_chatgpt.py,Spam-Email-Classifier/GENAIGREENML_original_telemetry_chatgpt.py,13405,1108,12297
original_vs_autonomous,Spam-Email-Classifier,codex,Spam-Email-Classifier/GENAIGREENML_autonomous_codex.py,Spam-Email-Classifier/GENAIGREENML_original_telemetry_chatgpt.py,8245,1108,7137
original_vs_autonomous,Spam-Email-Classifier,gemini,Spam-Email-Classifier/GENAIGREENML_autonomous_gemini.py,Spam-Email-Classifier/GENAIGREENML_original_telemetry_chatgpt.py,3853,1108,2745
original_vs_assisted,SparkMLClassification,chatgpt,SparkMLClassification/GENAIGREENML_assisted_chatgpt.py,SparkMLClassification/GENAIGREENML_original_telemetry_chatgpt.py,3616,3101,515
original_vs_assisted,SparkMLClassification,claude,SparkMLClassification/GENAIGREENML_assisted_claude.py,SparkMLClassification/GENAIGREENML_original_telemetry_chatgpt.py,3364,3101,263
original_vs_assisted,SparkMLClassification,codex,SparkMLClassification/GENAIGREENML_assisted_codex.py,SparkMLClassification/GENAIGREENML_original_telemetry_chatgpt.py,5153,3101,2052
original_vs_assisted,SparkMLClassification,gemini,SparkMLClassification/GENAIGREENML_assisted_gemini.py,SparkMLClassification/GENAIGREENML_original_telemetry_chatgpt.py,3206,3101,105
original_vs_autonomous,SparkMLClassification,chatgpt,SparkMLClassification/GENAIGREENML_autonomous_chatgpt.py,SparkMLClassification/GENAIGREENML_original_telemetry_chatgpt.py,8724,3101,5623
original_vs_autonomous,SparkMLClassification,codex,SparkMLClassification/GENAIGREENML_autonomous_codex.py,SparkMLClassification/GENAIGREENML_original_telemetry_chatgpt.py,11411,3101,8310
original_vs_autonomous,SparkMLClassification,gemini,SparkMLClassification/GENAIGREENML_autonomous_gemini.py,SparkMLClassification/GENAIGREENML_original_telemetry_chatgpt.py,5255,3101,2154
original_vs_assisted,Supervised-Data-mining-Customer-satisfaction-prediction-,chatgpt,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_assisted_chatgpt.py,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_original_telemetry_chatgpt.py,4832,3170,1662
original_vs_assisted,Supervised-Data-mining-Customer-satisfaction-prediction-,claude,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_assisted_claude.py,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_original_telemetry_chatgpt.py,3017,3170,-153
original_vs_assisted,Supervised-Data-mining-Customer-satisfaction-prediction-,codex,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_assisted_codex.py,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_original_telemetry_chatgpt.py,4179,3170,1009
original_vs_assisted,Supervised-Data-mining-Customer-satisfaction-prediction-,gemini,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_assisted_gemini.py,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_original_telemetry_chatgpt.py,3150,3170,-20
original_vs_autonomous,Supervised-Data-mining-Customer-satisfaction-prediction-,chatgpt,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_autonomous_chatgpt.py,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_original_telemetry_chatgpt.py,8399,3170,5229
original_vs_autonomous,Supervised-Data-mining-Customer-satisfaction-prediction-,codex,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_autonomous_codex.py,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_original_telemetry_chatgpt.py,7070,3170,3900
original_vs_autonomous,Supervised-Data-mining-Customer-satisfaction-prediction-,gemini,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_autonomous_gemini.py,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_original_telemetry_chatgpt.py,4491,3170,1321
original_vs_assisted,Svm-GridsearchCV,chatgpt,Svm-GridsearchCV/GENAIGREENML_assisted_chatgpt.py,Svm-GridsearchCV/GENAIGREENML_original_telemetry_chatgpt.py,3642,1045,2597
original_vs_assisted,Svm-GridsearchCV,claude,Svm-GridsearchCV/GENAIGREENML_assisted_claude.py,Svm-GridsearchCV/GENAIGREENML_original_telemetry_chatgpt.py,2361,1045,1316
original_vs_assisted,Svm-GridsearchCV,codex,Svm-GridsearchCV/GENAIGREENML_assisted_codex.py,Svm-GridsearchCV/GENAIGREENML_original_telemetry_chatgpt.py,2287,1045,1242
original_vs_assisted,Svm-GridsearchCV,gemini,Svm-GridsearchCV/GENAIGREENML_assisted_gemini.py,Svm-GridsearchCV/GENAIGREENML_original_telemetry_chatgpt.py,2520,1045,1475
original_vs_autonomous,Svm-GridsearchCV,chatgpt,Svm-GridsearchCV/GENAIGREENML_autonomous_chatgpt.py,Svm-GridsearchCV/GENAIGREENML_original_telemetry_chatgpt.py,10740,1045,9695
original_vs_autonomous,Svm-GridsearchCV,codex,Svm-GridsearchCV/GENAIGREENML_autonomous_codex.py,Svm-GridsearchCV/GENAIGREENML_original_telemetry_chatgpt.py,6791,1045,5746
original_vs_autonomous,Svm-GridsearchCV,gemini,Svm-GridsearchCV/GENAIGREENML_autonomous_gemini.py,Svm-GridsearchCV/GENAIGREENML_original_telemetry_chatgpt.py,4968,1045,3923
original_vs_assisted,Voting-Data-Classification,chatgpt,Voting-Data-Classification/GENAIGREENML_assisted_chatgpt.py,Voting-Data-Classification/GENAIGREENML_original_telemetry_chatgpt.py,3614,3893,-279
original_vs_assisted,Voting-Data-Classification,claude,Voting-Data-Classification/GENAIGREENML_assisted_claude.py,Voting-Data-Classification/GENAIGREENML_original_telemetry_chatgpt.py,2096,3893,-1797
original_vs_assisted,Voting-Data-Classification,codex,Voting-Data-Classification/GENAIGREENML_assisted_codex.py,Voting-Data-Classification/GENAIGREENML_original_telemetry_chatgpt.py,3246,3893,-647
original_vs_assisted,Voting-Data-Classification,gemini,Voting-Data-Classification/GENAIGREENML_assisted_gemini.py,Voting-Data-Classification/GENAIGREENML_original_telemetry_chatgpt.py,2582,3893,-1311
original_vs_autonomous,Voting-Data-Classification,chatgpt,Voting-Data-Classification/GENAIGREENML_autonomous_chatgpt.py,Voting-Data-Classification/GENAIGREENML_original_telemetry_chatgpt.py,13677,3893,9784
original_vs_autonomous,Voting-Data-Classification,claude,Voting-Data-Classification/GENAIGREENML_autonomous_claude.py,Voting-Data-Classification/GENAIGREENML_original_telemetry_chatgpt.py,3061,3893,-832
original_vs_autonomous,Voting-Data-Classification,codex,Voting-Data-Classification/GENAIGREENML_autonomous_codex.py,Voting-Data-Classification/GENAIGREENML_original_telemetry_chatgpt.py,6391,3893,2498
original_vs_autonomous,Voting-Data-Classification,gemini,Voting-Data-Classification/GENAIGREENML_autonomous_gemini.py,Voting-Data-Classification/GENAIGREENML_original_telemetry_chatgpt.py,4400,3893,507
original_vs_assisted,animals-classification,chatgpt,animals-classification/GENAIGREENML_assisted_chatgpt.py,animals-classification/GENAIGREENML_original_telemetry_chatgpt.py,2957,884,2073
original_vs_assisted,animals-classification,claude,animals-classification/GENAIGREENML_assisted_claude.py,animals-classification/GENAIGREENML_original_telemetry_chatgpt.py,1287,884,403
original_vs_assisted,animals-classification,codex,animals-classification/GENAIGREENML_assisted_codex.py,animals-classification/GENAIGREENML_original_telemetry_chatgpt.py,2491,884,1607
original_vs_assisted,animals-classification,gemini,animals-classification/GENAIGREENML_assisted_gemini.py,animals-classification/GENAIGREENML_original_telemetry_chatgpt.py,1617,884,733
original_vs_autonomous,animals-classification,chatgpt,animals-classification/GENAIGREENML_autonomous_chatgpt.py,animals-classification/GENAIGREENML_original_telemetry_chatgpt.py,9541,884,8657
original_vs_autonomous,animals-classification,codex,animals-classification/GENAIGREENML_autonomous_codex.py,animals-classification/GENAIGREENML_original_telemetry_chatgpt.py,6835,884,5951
original_vs_autonomous,animals-classification,gemini,animals-classification/GENAIGREENML_autonomous_gemini.py,animals-classification/GENAIGREENML_original_telemetry_chatgpt.py,5024,884,4140
original_vs_assisted,cancer_prediction,chatgpt,cancer_prediction/GENAIGREENML_assisted_chatgpt.py,cancer_prediction/GENAIGREENML_original_telemetry_chatgpt.py,3561,1390,2171
original_vs_assisted,cancer_prediction,claude,cancer_prediction/GENAIGREENML_assisted_claude.py,cancer_prediction/GENAIGREENML_original_telemetry_chatgpt.py,1943,1390,553
original_vs_assisted,cancer_prediction,codex,cancer_prediction/GENAIGREENML_assisted_codex.py,cancer_prediction/GENAIGREENML_original_telemetry_chatgpt.py,4560,1390,3170
original_vs_assisted,cancer_prediction,gemini,cancer_prediction/GENAIGREENML_assisted_gemini.py,cancer_prediction/GENAIGREENML_original_telemetry_chatgpt.py,2580,1390,1190
original_vs_autonomous,cancer_prediction,chatgpt,cancer_prediction/GENAIGREENML_autonomous_chatgpt.py,cancer_prediction/GENAIGREENML_original_telemetry_chatgpt.py,9199,1390,7809
original_vs_autonomous,cancer_prediction,claude,cancer_prediction/GENAIGREENML_autonomous_claude.py,cancer_prediction/GENAIGREENML_original_telemetry_chatgpt.py,3240,1390,1850
original_vs_autonomous,cancer_prediction,codex,cancer_prediction/GENAIGREENML_autonomous_codex.py,cancer_prediction/GENAIGREENML_original_telemetry_chatgpt.py,7312,1390,5922
original_vs_autonomous,cancer_prediction,gemini,cancer_prediction/GENAIGREENML_autonomous_gemini.py,cancer_prediction/GENAIGREENML_original_telemetry_chatgpt.py,3697,1390,2307
original_vs_assisted,cars-classification,chatgpt,cars-classification/GENAIGREENML_assisted_chatgpt.py,cars-classification/GENAIGREENML_original_telemetry_chatgpt.py,3752,1043,2709
original_vs_assisted,cars-classification,claude,cars-classification/GENAIGREENML_assisted_claude.py,cars-classification/GENAIGREENML_original_telemetry_chatgpt.py,2031,1043,988
original_vs_assisted,cars-classification,codex,cars-classification/GENAIGREENML_assisted_codex.py,cars-classification/GENAIGREENML_original_telemetry_chatgpt.py,2745,1043,1702
original_vs_assisted,cars-classification,gemini,cars-classification/GENAIGREENML_assisted_gemini.py,cars-classification/GENAIGREENML_original_telemetry_chatgpt.py,1542,1043,499
original_vs_autonomous,cars-classification,chatgpt,cars-classification/GENAIGREENML_autonomous_chatgpt.py,cars-classification/GENAIGREENML_original_telemetry_chatgpt.py,9361,1043,8318
original_vs_autonomous,cars-classification,codex,cars-classification/GENAIGREENML_autonomous_codex.py,cars-classification/GENAIGREENML_original_telemetry_chatgpt.py,6234,1043,5191
original_vs_autonomous,cars-classification,gemini,cars-classification/GENAIGREENML_autonomous_gemini.py,cars-classification/GENAIGREENML_original_telemetry_chatgpt.py,5768,1043,4725
original_vs_assisted,diabetes_predictive_analysis,chatgpt,diabetes_predictive_analysis/GENAIGREENML_assisted_chatgpt.py,diabetes_predictive_analysis/GENAIGREENML_original_telemetry_chatgpt.py,3511,2533,978
original_vs_assisted,diabetes_predictive_analysis,claude,diabetes_predictive_analysis/GENAIGREENML_assisted_claude.py,diabetes_predictive_analysis/GENAIGREENML_original_telemetry_chatgpt.py,2743,2533,210
original_vs_assisted,diabetes_predictive_analysis,codex,diabetes_predictive_analysis/GENAIGREENML_assisted_codex.py,diabetes_predictive_analysis/GENAIGREENML_original_telemetry_chatgpt.py,3161,2533,628
original_vs_assisted,diabetes_predictive_analysis,gemini,diabetes_predictive_analysis/GENAIGREENML_assisted_gemini.py,diabetes_predictive_analysis/GENAIGREENML_original_telemetry_chatgpt.py,2422,2533,-111
original_vs_autonomous,diabetes_predictive_analysis,chatgpt,diabetes_predictive_analysis/GENAIGREENML_autonomous_chatgpt.py,diabetes_predictive_analysis/GENAIGREENML_original_telemetry_chatgpt.py,11642,2533,9109
original_vs_autonomous,diabetes_predictive_analysis,claude,diabetes_predictive_analysis/GENAIGREENML_autonomous_claude.py,diabetes_predictive_analysis/GENAIGREENML_original_telemetry_chatgpt.py,3127,2533,594
original_vs_autonomous,diabetes_predictive_analysis,codex,diabetes_predictive_analysis/GENAIGREENML_autonomous_codex.py,diabetes_predictive_analysis/GENAIGREENML_original_telemetry_chatgpt.py,5883,2533,3350
original_vs_autonomous,diabetes_predictive_analysis,gemini,diabetes_predictive_analysis/GENAIGREENML_autonomous_gemini.py,diabetes_predictive_analysis/GENAIGREENML_original_telemetry_chatgpt.py,4568,2533,2035
original_vs_assisted,dyslexia-randomforest,chatgpt,dyslexia-randomforest/GENAIGREENML_assisted_chatgpt.py,dyslexia-randomforest/GENAIGREENML_original_telemetry_chatgpt.py,4873,2505,2368
original_vs_assisted,dyslexia-randomforest,claude,dyslexia-randomforest/GENAIGREENML_assisted_claude.py,dyslexia-randomforest/GENAIGREENML_original_telemetry_chatgpt.py,2605,2505,100
original_vs_assisted,dyslexia-randomforest,codex,dyslexia-randomforest/GENAIGREENML_assisted_codex.py,dyslexia-randomforest/GENAIGREENML_original_telemetry_chatgpt.py,7612,2505,5107
original_vs_assisted,dyslexia-randomforest,gemini,dyslexia-randomforest/GENAIGREENML_assisted_gemini.py,dyslexia-randomforest/GENAIGREENML_original_telemetry_chatgpt.py,2341,2505,-164
original_vs_autonomous,dyslexia-randomforest,chatgpt,dyslexia-randomforest/GENAIGREENML_autonomous_chatgpt.py,dyslexia-randomforest/GENAIGREENML_original_telemetry_chatgpt.py,11319,2505,8814
original_vs_autonomous,dyslexia-randomforest,codex,dyslexia-randomforest/GENAIGREENML_autonomous_codex.py,dyslexia-randomforest/GENAIGREENML_original_telemetry_chatgpt.py,7666,2505,5161
original_vs_autonomous,dyslexia-randomforest,gemini,dyslexia-randomforest/GENAIGREENML_autonomous_gemini.py,dyslexia-randomforest/GENAIGREENML_original_telemetry_chatgpt.py,4293,2505,1788
original_vs_assisted,spam-ham-detection,chatgpt,spam-ham-detection/GENAIGREENML_assisted_chatgpt.py,spam-ham-detection/GENAIGREENML_original_telemetry_chatgpt.py,2442,810,1632
original_vs_assisted,spam-ham-detection,claude,spam-ham-detection/GENAIGREENML_assisted_claude.py,spam-ham-detection/GENAIGREENML_original_telemetry_chatgpt.py,1419,810,609
original_vs_assisted,spam-ham-detection,codex,spam-ham-detection/GENAIGREENML_assisted_codex.py,spam-ham-detection/GENAIGREENML_original_telemetry_chatgpt.py,3426,810,2616
original_vs_assisted,spam-ham-detection,gemini,spam-ham-detection/GENAIGREENML_assisted_gemini.py,spam-ham-detection/GENAIGREENML_original_telemetry_chatgpt.py,2068,810,1258
original_vs_autonomous,spam-ham-detection,chatgpt,spam-ham-detection/GENAIGREENML_autonomous_chatgpt.py,spam-ham-detection/GENAIGREENML_original_telemetry_chatgpt.py,9907,810,9097
original_vs_autonomous,spam-ham-detection,claude,spam-ham-detection/GENAIGREENML_autonomous_claude.py,spam-ham-detection/GENAIGREENML_original_telemetry_chatgpt.py,3229,810,2419
original_vs_autonomous,spam-ham-detection,codex,spam-ham-detection/GENAIGREENML_autonomous_codex.py,spam-ham-detection/GENAIGREENML_original_telemetry_chatgpt.py,6706,810,5896
original_vs_autonomous,spam-ham-detection,gemini,spam-ham-detection/GENAIGREENML_autonomous_gemini.py,spam-ham-detection/GENAIGREENML_original_telemetry_chatgpt.py,4001,810,3191
original_vs_assisted,student-math-ml-analysis,chatgpt,student-math-ml-analysis/analysis/GENAIGREENML_assisted_chatgpt.py,student-math-ml-analysis/analysis/GENAIGREENML_original_telemetry_chatgpt.py,3567,3594,-27
original_vs_assisted,student-math-ml-analysis,claude,student-math-ml-analysis/analysis/GENAIGREENML_assisted_claude.py,student-math-ml-analysis/analysis/GENAIGREENML_original_telemetry_chatgpt.py,2885,3594,-709
original_vs_assisted,student-math-ml-analysis,codex,student-math-ml-analysis/analysis/GENAIGREENML_assisted_codex.py,student-math-ml-analysis/analysis/GENAIGREENML_original_telemetry_chatgpt.py,3116,3594,-478
original_vs_assisted,student-math-ml-analysis,gemini,student-math-ml-analysis/analysis/GENAIGREENML_assisted_gemini.py,student-math-ml-analysis/analysis/GENAIGREENML_original_telemetry_chatgpt.py,3026,3594,-568
original_vs_autonomous,student-math-ml-analysis,codex,student-math-ml-analysis/analysis/GENAIGREENML_autonomous_codex.py,student-math-ml-analysis/analysis/GENAIGREENML_original_telemetry_chatgpt.py,5887,3594,2293
original_vs_autonomous,student-math-ml-analysis,gemini,student-math-ml-analysis/analysis/GENAIGREENML_autonomous_gemini.py,student-math-ml-analysis/analysis/GENAIGREENML_original_telemetry_chatgpt.py,5578,3594,1984
assisted_vs_autonomous,Air-Quality-Health-Prediction,chatgpt,Air-Quality-Health-Prediction/GENAIGREENML_assisted_chatgpt.py,Air-Quality-Health-Prediction/GENAIGREENML_autonomous_chatgpt.py,4879,14927,-10048
assisted_vs_autonomous,Algorithms_KnnClasifier,chatgpt,Algorithms_KnnClasifier/GENAIGREENML_assisted_chatgpt.py,Algorithms_KnnClasifier/GENAIGREENML_autonomous_chatgpt.py,3425,10492,-7067
assisted_vs_autonomous,Annotated_Colab_Notebook,chatgpt,Annotated_Colab_Notebook/GENAIGREENML_assisted_chatgpt.py,Annotated_Colab_Notebook/GENAIGREENML_autonomous_chatgpt.py,2509,13683,-11174
assisted_vs_autonomous,BREAST-CANCER-PREDICTION-SYSTEM,chatgpt,BREAST-CANCER-PREDICTION-SYSTEM/GENAIGREENML_assisted_chatgpt.py,BREAST-CANCER-PREDICTION-SYSTEM/GENAIGREENML_autonomous_chatgpt.py,4575,11504,-6929
assisted_vs_autonomous,BreastCancer_Classification,chatgpt,BreastCancer_Classification/GENAIGREENML_assisted_chatgpt.py,BreastCancer_Classification/GENAIGREENML_autonomous_chatgpt.py,4815,10219,-5404
assisted_vs_autonomous,CT_Project,chatgpt,CT_Project/GENAIGREENML_assisted_chatgpt.py,CT_Project/GENAIGREENML_autonomous_chatgpt.py,2929,8704,-5775
assisted_vs_autonomous,Classification-with-xgboost-on-binary.csv-data,chatgpt,Classification-with-xgboost-on-binary.csv-data/GENAIGREENML_assisted_chatgpt.py,Classification-with-xgboost-on-binary.csv-data/GENAIGREENML_autonomous_chatgpt.py,4376,10311,-5935
assisted_vs_autonomous,CodeAlpha_IrisClassification,chatgpt,CodeAlpha_IrisClassification/GENAIGREENML_assisted_chatgpt.py,CodeAlpha_IrisClassification/GENAIGREENML_autonomous_chatgpt.py,3770,10021,-6251
assisted_vs_autonomous,Cuisine-Predictor,chatgpt,Cuisine-Predictor/GENAIGREENML_assisted_chatgpt.py,Cuisine-Predictor/GENAIGREENML_autonomous_chatgpt.py,3443,12169,-8726
assisted_vs_autonomous,Decision-Trees,chatgpt,Decision-Trees/GENAIGREENML_assisted_chatgpt.py,Decision-Trees/GENAIGREENML_autonomous_chatgpt.py,13384,9413,3971
assisted_vs_autonomous,DecisionTreeClassifier,chatgpt,DecisionTreeClassifier/GENAIGREENML_assisted_chatgpt.py,DecisionTreeClassifier/GENAIGREENML_autonomous_chatgpt.py,2674,10814,-8140
assisted_vs_autonomous,Deep-Learning-Classification,chatgpt,Deep-Learning-Classification/GENAIGREENML_assisted_chatgpt.py,Deep-Learning-Classification/GENAIGREENML_autonomous_chatgpt.py,5050,8202,-3152
assisted_vs_autonomous,Deep-learning-classification-based-model-for-screening-compounds-with-hERG-inhibitory-activity,chatgpt,Deep-learning-classification-based-model-for-screening-compounds-with-hERG-inhibitory-activity/GENAIGREENML_assisted_chatgpt.py,Deep-learning-classification-based-model-for-screening-compounds-with-hERG-inhibitory-activity/GENAIGREENML_autonomous_chatgpt.py,6398,10135,-3737
assisted_vs_autonomous,Diabetes-Classification-with-SVM,chatgpt,Diabetes-Classification-with-SVM/GENAIGREENML_assisted_chatgpt.py,Diabetes-Classification-with-SVM/GENAIGREENML_autonomous_chatgpt.py,3619,11572,-7953
assisted_vs_autonomous,Email-spam-detector,chatgpt,Email-spam-detector/GENAIGREENML_assisted_chatgpt.py,Email-spam-detector/GENAIGREENML_autonomous_chatgpt.py,3794,11903,-8109
assisted_vs_autonomous,FakeNewsPrediction,chatgpt,FakeNewsPrediction/GENAIGREENML_assisted_chatgpt.py,FakeNewsPrediction/GENAIGREENML_autonomous_chatgpt.py,4222,10435,-6213
assisted_vs_autonomous,HWStudentGradPredictor,chatgpt,HWStudentGradPredictor/GENAIGREENML_assisted_chatgpt.py,HWStudentGradPredictor/GENAIGREENML_autonomous_chatgpt.py,4411,8217,-3806
assisted_vs_autonomous,IMDB-Sentiment-Analysis,chatgpt,IMDB-Sentiment-Analysis/GENAIGREENML_assisted_chatgpt.py,IMDB-Sentiment-Analysis/GENAIGREENML_autonomous_chatgpt.py,3343,10093,-6750
assisted_vs_autonomous,Iris-Classification-ML-problem,chatgpt,Iris-Classification-ML-problem/GENAIGREENML_assisted_chatgpt.py,Iris-Classification-ML-problem/GENAIGREENML_autonomous_chatgpt.py,4961,11277,-6316
assisted_vs_autonomous,Iris-Flower-Classification-Codealpha,chatgpt,Iris-Flower-Classification-Codealpha/GENAIGREENML_assisted_chatgpt.py,Iris-Flower-Classification-Codealpha/GENAIGREENML_autonomous_chatgpt.py,3053,8539,-5486
assisted_vs_autonomous,Iris-Flower-Classification-Codealpha2,chatgpt,Iris-Flower-Classification-Codealpha2/GENAIGREENML_assisted_chatgpt.py,Iris-Flower-Classification-Codealpha2/GENAIGREENML_autonomous_chatgpt.py,3010,9948,-6938
